state,sa4,age,sex,atsi,education,lfs,count,areasqkm_2016,population,density
New South Wales,Central Coast,25-29 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",33,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",6,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,ATSI (any),Degree-level or higher,"Employed, any",40,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",203,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",27,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",1849,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",53,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",3846,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",342,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,Not stated,Degree-level or higher,"Employed, any",11,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",22,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,25-29 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,ATSI (any),Degree-level or higher,"Employed, any",16,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",227,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",29,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1377,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",34,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5566,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",302,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,Not stated,Degree-level or higher,"Employed, any",3,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",43,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",8,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,ATSI (any),Degree-level or higher,"Employed, any",41,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",165,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",23,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2184,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",58,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",3871,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",321,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,Not stated,Degree-level or higher,"Employed, any",8,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",32,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,ATSI (any),Degree-level or higher,"Employed, any",17,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",191,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",31,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1441,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",26,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5701,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",259,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,Not stated,Degree-level or higher,"Employed, any",5,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",29,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",6,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,ATSI (any),Degree-level or higher,"Employed, any",43,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",3,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",144,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",21,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2156,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",73,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4123,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",327,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,Not stated,Degree-level or higher,"Employed, any",6,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",20,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,ATSI (any),Degree-level or higher,"Employed, any",18,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",162,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",26,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1604,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",44,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6343,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",300,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,Not stated,Degree-level or higher,"Employed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",39,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",5,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,ATSI (any),Degree-level or higher,"Employed, any",48,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",154,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",20,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2220,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",77,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5253,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",342,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,Not stated,Degree-level or higher,"Employed, any",10,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",28,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,ATSI (any),Degree-level or higher,"Employed, any",16,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",175,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",10,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1344,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",44,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6632,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",325,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,Not stated,Degree-level or higher,"Employed, any",4,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",53,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Female,ATSI (any),Degree-level or higher,"Employed, any",38,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",183,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",23,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",1957,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",59,1681.0724,327736,194.95650514516805
New South Wales,Central Coast,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6016,1681.0724,327736,194.95650514516805
